Player,Team,Kills,Body Shot Kills,Entry Kills,Deaths,Entry Deaths,Round Wins,Plants,Points,Rounds,PPR
Shaiiko,BDS,32,17,6,27,4,22,1,118,39,3.0256410256410255
Brid,BDS,16,10,0,22,0,22,5,88,39,2.2564102564102564
Likefac,BDS,29,11,9,24,4,22,0,116,39,2.9743589743589745
Solotov,BDS,31,13,6,27,4,22,0,109,39,2.7948717948717947
Yuzus,BDS,41,25,4,18,2,22,0,174,39,4.461538461538462
Azzr,ITB,7,5,1,17,0,7,0,-5,21,-0.23809523809523808
Kendrew,ITB,8,4,1,16,4,7,1,4,21,0.19047619047619047
Noa,ITB,23,11,4,17,2,7,0,71,21,3.380952380952381
Creedz,ITB,8,3,2,18,3,7,0,-5,21,-0.23809523809523808
Oscr,ITB,14,6,1,16,2,7,0,28,21,1.3333333333333333
Savage,Secret,0,0,0,0,0,0,0,0,0,0
Gruby,Secret,0,0,0,0,0,0,0,0,0,0
Miracle,Secret,0,0,0,0,0,0,0,0,0,0
Jume,Secret,0,0,0,0,0,0,0,0,0,0
Adrian,Secret,0,0,0,0,0,0,0,0,0,0
Dfuzr,Beastcoast,13,3,3,14,3,14,0,48,21,2.2857142857142856
Gaveni,Beastcoast,21,7,3,13,0,14,1,101,21,4.809523809523809
Gunnar,Beastcoast,26,16,3,10,1,14,1,124,21,5.904761904761905
Hotan,Beastcoast,10,6,1,11,3,14,3,59,21,2.8095238095238093
Spiritz,Beastcoast,15,6,2,13,3,14,0,56,21,2.6666666666666665
Spoit,M80,14,7,2,12,2,14,0,55,19,2.8947368421052633
Ctzn,M80,14,5,3,10,0,14,1,77,19,4.052631578947368
Cameraman,M80,13,5,1,7,0,14,1,77,19,4.052631578947368
Kyno,M80,17,11,3,13,2,14,0,65,19,3.4210526315789473
Nudl,M80,21,11,4,10,2,14,2,112,19,5.894736842105263
Njr,DarkZero,14,9,4,18,4,15,1,45,26,1.7307692307692308
Panba,DarkZero,26,14,5,17,0,15,0,105,26,4.038461538461538
Canadian,DarkZero,17,12,2,15,5,15,2,68,26,2.6153846153846154
Beaulo,DarkZero,29,12,1,17,2,15,0,110,26,4.230769230769231
Nafe,DarkZero,16,9,1,17,2,15,1,56,26,2.1538461538461537
Cyber,FaZe,16,7,4,13,3,14,1,72,20,3.6
Soulz,FaZe,15,9,1,13,4,14,0,49,20,2.45
Vitaking,FaZe,13,6,2,10,0,14,0,61,20,3.05
Handy,FaZe,25,9,3,9,1,14,1,129,20,6.45
Kds,FaZe,14,8,1,10,1,14,0,60,20,3.0
Arthur,E1,0,0,0,0,0,0,0,0,0,0
Flastry,E1,0,0,0,0,0,0,0,0,0,0
Emptz,E1,0,0,0,0,0,0,0,0,0,0
Peres,E1,0,0,0,0,0,0,0,0,0,0
Stk,E1,0,0,0,0,0,0,0,0,0,0
Felipox,Furia,0,0,0,0,0,0,0,0,0,0
Herdz,Furia,0,0,0,0,0,0,0,0,0,0
Jv92,Furia,0,0,0,0,0,0,0,0,0,0
Kheyze,Furia,0,0,0,0,0,0,0,0,0,0
Nade,Furia,0,0,0,0,0,0,0,0,0,0
Fishlike,Scarz,19,8,4,20,5,9,1,51,24,2.125
Taiyou,Scarz,10,5,0,19,1,9,1,12,24,0.5
Washoy,Scarz,17,7,2,20,1,9,0,38,24,1.5833333333333333
Rec,Scarz,14,6,2,19,2,9,1,33,24,1.375
Nina,Scarz,10,4,1,21,6,9,0,-9,24,-0.375
Misa,Talon,18,8,2,16,3,6,1,52,20,2.6
Royboy,Talon,10,4,1,18,2,6,1,10,20,0.5
Jlt,Talon,7,4,0,17,2,6,0,-12,20,-0.6
Rider,Talon,10,5,2,16,1,6,1,19,20,0.95
Soldier,Talon,11,5,4,17,3,6,1,21,20,1.05
Odah,Bliss,18,11,1,20,3,11,0,37,26,1.4230769230769231
Fishoguy,Bliss,11,8,1,18,4,11,3,33,26,1.2692307692307692
Brendo,Bliss,18,5,4,19,3,11,2,68,26,2.6153846153846154
Sageon,Bliss,15,7,3,22,2,11,0,26,26,1.0
Wettables,Bliss,21,10,4,22,1,11,0,57,26,2.1923076923076925
Virtue,G2,0,0,0,0,0,0,0,0,0,0
Alemao,G2,0,0,0,0,0,0,0,0,0,0
Doki,G2,0,0,0,0,0,0,0,0,0,0
Benja,G2,0,0,0,0,0,0,0,0,0,0
Uuno,G2,0,0,0,0,0,0,0,0,0,0
Fultz,SSG,0,0,0,0,0,0,0,0,0,0
Forrest,SSG,0,0,0,0,0,0,0,0,0,0
J90,SSG,0,0,0,0,0,0,0,0,0,0
Ashn,SSG,0,0,0,0,0,0,0,0,0,0
Iconic,SSG,0,0,0,0,0,0,0,0,0,0
Nesk,Liquid,18,8,2,15,4,15,0,63,24,2.625
Paluh,Liquid,23,8,4,14,1,15,0,101,24,4.208333333333333
Resetz,Liquid,18,12,2,16,1,15,0,62,24,2.5833333333333335
Lagonis,Liquid,12,6,3,12,1,15,3,76,24,3.1666666666666665
Maia,Liquid,28,14,4,13,2,15,0,121,24,5.041666666666667
Anitun,Cyclops,19,7,2,32,4,17,0,22,39,0.5641025641025641
Blackray,Cyclops,27,10,3,29,3,17,1,80,39,2.051282051282051
Chibisu,Cyclops,26,7,1,31,6,17,2,70,39,1.794871794871795
Shureap,Cyclops,21,8,6,30,5,17,0,43,39,1.1025641025641026
Sironeko,Cyclops,25,13,2,27,7,17,0,55,39,1.4102564102564104
Goodboy,FearX,0,0,0,0,0,0,0,0,0,0
Mephi,FearX,0,0,0,0,0,0,0,0,0,0
Demic,FearX,0,0,0,0,0,0,0,0,0,0
Nova,FearX,0,0,0,0,0,0,0,0,0,0
Rin,FearX,0,0,0,0,0,0,0,0,0,0
Rovi,Cruelty,0,0,0,0,0,0,0,0,0,0
Ivan,Cruelty,0,0,0,0,0,0,0,0,0,0
Motumbo,Cruelty,0,0,0,0,0,0,0,0,0,0
Pyroxz,Cruelty,0,0,0,0,0,0,0,0,0,0
Toski,Cruelty,0,0,0,0,0,0,0,0,0,0
Asphy,Bleed,4,2,1,17,4,5,1,-21,19,-1.105263157894737
Hoven,Bleed,9,7,1,17,1,5,0,-3,19,-0.15789473684210525
Mentalist,Bleed,10,4,2,16,3,5,0,6,19,0.3157894736842105
Reeps,Bleed,15,4,2,17,3,5,1,36,19,1.894736842105263
Terdsta,Bleed,15,7,0,13,2,5,0,35,19,1.8421052631578947
Srsly,Geekay,0,0,0,0,0,0,0,0,0,0
Trixd,Geekay,0,0,0,0,0,0,0,0,0,0
Xke,Geekay,0,0,0,0,0,0,0,0,0,0
Blaz,Geekay,0,0,0,0,0,0,0,0,0,0
Neskin,Geekay,0,0,0,0,0,0,0,0,0,0
