Player,Team,Kills,Body Shot Kills,Entry Kills,Deaths,Entry Deaths,Round Wins,Plants,Points,Rounds,PPR
Shaiiko,BDS,16,5,4,15,0,14,0,66,19,3.473684210526316
Brid,BDS,8,4,0,9,0,14,4,69,19,3.6315789473684212
Likefac,BDS,17,7,3,11,3,14,0,73,19,3.8421052631578947
Solotov,BDS,19,7,5,10,2,14,0,92,19,4.842105263157895
Yuzus,BDS,20,10,2,7,0,14,0,101,19,5.315789473684211
Azzr,ITB,0,0,0,0,0,0,0,0,0,0
Kendrew,ITB,0,0,0,0,0,0,0,0,0,0
Noa,ITB,0,0,0,0,0,0,0,0,0,0
Creedz,ITB,0,0,0,0,0,0,0,0,0,0
Oscr,ITB,0,0,0,0,0,0,0,0,0,0
Savage,Secret,0,0,0,0,0,0,0,0,0,0
Gruby,Secret,0,0,0,0,0,0,0,0,0,0
Miracle,Secret,0,0,0,0,0,0,0,0,0,0
Jume,Secret,0,0,0,0,0,0,0,0,0,0
Adrian,Secret,0,0,0,0,0,0,0,0,0,0
Dfuzr,Beastcoast,10,5,1,16,3,14,0,21,22,0.9545454545454546
Gaveni,Beastcoast,16,5,0,13,2,14,1,68,22,3.090909090909091
Gunnar,Beastcoast,12,6,4,15,4,14,2,53,22,2.409090909090909
Hotan,Beastcoast,25,13,3,12,0,14,2,126,22,5.7272727272727275
Spiritz,Beastcoast,17,7,4,13,1,14,1,81,22,3.6818181818181817
Spoit,M80,0,0,0,0,0,0,0,0,0,0
Ctzn,M80,0,0,0,0,0,0,0,0,0,0
Cameraman,M80,0,0,0,0,0,0,0,0,0,0
Kyno,M80,0,0,0,0,0,0,0,0,0,0
Nudl,M80,0,0,0,0,0,0,0,0,0,0
Njr,DarkZero,0,0,0,0,0,0,0,0,0,0
Panba,DarkZero,0,0,0,0,0,0,0,0,0,0
Canadian,DarkZero,0,0,0,0,0,0,0,0,0,0
Beaulo,DarkZero,0,0,0,0,0,0,0,0,0,0
Nafe,DarkZero,0,0,0,0,0,0,0,0,0,0
Cyber,FaZe,0,0,0,0,0,0,0,0,0,0
Soulz,FaZe,0,0,0,0,0,0,0,0,0,0
Vitaking,FaZe,0,0,0,0,0,0,0,0,0,0
Handy,FaZe,0,0,0,0,0,0,0,0,0,0
Kds,FaZe,0,0,0,0,0,0,0,0,0,0
Arthur,E1,0,0,0,0,0,0,0,0,0,0
Flastry,E1,0,0,0,0,0,0,0,0,0,0
Emptz,E1,0,0,0,0,0,0,0,0,0,0
Peres,E1,0,0,0,0,0,0,0,0,0,0
Stk,E1,0,0,0,0,0,0,0,0,0,0
Felipox,Furia,0,0,0,0,0,0,0,0,0,0
Herdz,Furia,0,0,0,0,0,0,0,0,0,0
Jv92,Furia,0,0,0,0,0,0,0,0,0,0
Kheyze,Furia,0,0,0,0,0,0,0,0,0,0
Nade,Furia,0,0,0,0,0,0,0,0,0,0
Fishlike,Scarz,0,0,0,0,0,0,0,0,0,0
Taiyou,Scarz,0,0,0,0,0,0,0,0,0,0
Washoy,Scarz,0,0,0,0,0,0,0,0,0,0
Rec,Scarz,0,0,0,0,0,0,0,0,0,0
Nina,Scarz,0,0,0,0,0,0,0,0,0,0
Misa,Talon,16,5,2,18,6,8,1,37,22,1.6818181818181819
Royboy,Talon,13,4,0,16,3,8,2,39,22,1.7727272727272727
Jlt,Talon,11,5,0,15,1,8,1,27,22,1.2272727272727273
Rider,Talon,14,6,5,15,0,8,1,53,22,2.409090909090909
Soldier,Talon,14,3,3,15,2,8,0,40,22,1.8181818181818181
Odah,Bliss,15,9,3,16,3,5,0,28,19,1.4736842105263157
Fishoguy,Bliss,5,4,0,15,2,5,1,-10,19,-0.5263157894736842
Brendo,Bliss,10,4,2,18,3,5,0,0,19,0.0
Sageon,Bliss,16,7,0,14,3,5,0,35,19,1.8421052631578947
Wettables,Bliss,6,3,0,17,3,5,0,-20,19,-1.0526315789473684
Virtue,G2,0,0,0,0,0,0,0,0,0,0
Alemao,G2,0,0,0,0,0,0,0,0,0,0
Doki,G2,0,0,0,0,0,0,0,0,0,0
Benja,G2,0,0,0,0,0,0,0,0,0,0
Uuno,G2,0,0,0,0,0,0,0,0,0,0
Fultz,SSG,0,0,0,0,0,0,0,0,0,0
Forrest,SSG,0,0,0,0,0,0,0,0,0,0
J90,SSG,0,0,0,0,0,0,0,0,0,0
Ashn,SSG,0,0,0,0,0,0,0,0,0,0
Iconic,SSG,0,0,0,0,0,0,0,0,0,0
Nesk,Liquid,9,7,0,16,4,14,0,10,22,0.45454545454545453
Paluh,Liquid,21,10,3,14,3,14,0,81,22,3.6818181818181817
Resetz,Liquid,16,8,2,15,2,14,0,55,22,2.5
Lagonis,Liquid,22,5,0,12,1,14,2,111,22,5.045454545454546
Maia,Liquid,20,6,2,14,4,14,0,76,22,3.4545454545454546
Anitun,Cyclops,0,0,0,0,0,0,0,0,0,0
Blackray,Cyclops,0,0,0,0,0,0,0,0,0,0
Chibisu,Cyclops,0,0,0,0,0,0,0,0,0,0
Shureap,Cyclops,0,0,0,0,0,0,0,0,0,0
Sironeko,Cyclops,0,0,0,0,0,0,0,0,0,0
Goodboy,FearX,0,0,0,0,0,0,0,0,0,0
Mephi,FearX,0,0,0,0,0,0,0,0,0,0
Demic,FearX,0,0,0,0,0,0,0,0,0,0
Nova,FearX,0,0,0,0,0,0,0,0,0,0
Rin,FearX,0,0,0,0,0,0,0,0,0,0
Rovi,Cruelty,0,0,0,0,0,0,0,0,0,0
Ivan,Cruelty,0,0,0,0,0,0,0,0,0,0
Motumbo,Cruelty,0,0,0,0,0,0,0,0,0,0
Pyroxz,Cruelty,0,0,0,0,0,0,0,0,0,0
Toski,Cruelty,0,0,0,0,0,0,0,0,0,0
Asphy,Bleed,8,4,3,19,1,8,1,7,22,0.3181818181818182
Hoven,Bleed,13,8,3,20,3,8,0,13,22,0.5909090909090909
Mentalist,Bleed,8,2,0,15,0,8,1,17,22,0.7727272727272727
Reeps,Bleed,25,15,8,18,4,8,0,80,22,3.6363636363636362
Terdsta,Bleed,17,9,0,16,0,8,0,44,22,2.0
Srsly,Geekay,0,0,0,0,0,0,0,0,0,0
Trixd,Geekay,0,0,0,0,0,0,0,0,0,0
Xke,Geekay,0,0,0,0,0,0,0,0,0,0
Blaz,Geekay,0,0,0,0,0,0,0,0,0,0
Neskin,Geekay,0,0,0,0,0,0,0,0,0,0
