Player,Team,Kills,Body Shot Kills,Entry Kills,Deaths,Entry Deaths,Round Wins,Plants,Points,Rounds,PPR
Fultz,SSG,27,12,3,26,3,16,0,77,35,2.2
Forrest,SSG,20,12,2,29,2,16,0,33,35,0.9428571428571428
J90,SSG,24,13,1,24,3,16,0,63,35,1.8
Ashn,SSG,36,20,7,22,5,16,1,138,35,3.942857142857143
Iconic,SSG,9,2,1,30,8,16,0,-29,35,-0.828571429
Nesk,Liquid,25,10,7,26,4,19,0,81,35,2.3142857142857145
Paluh,Liquid,23,11,2,24,3,19,1,76,35,2.1714285714285713
Resetz,Liquid,31,14,2,22,2,19,1,121,35,3.4571428571428573
Lagonis,Liquid,17,9,1,20,2,19,3,76,35,2.1714285714285713
Maia,Liquid,35,13,9,24,3,19,0,140,35,4
Anitun,Cyclops,17,7,4,19,2,15,2,71,27,2.6296296296296298
Blackray,Cyclops,23,11,3,17,1,15,0,87,27,3.2222222222222223
Chibisu,Cyclops,20,8,2,13,1,15,1,93,27,3.4444444444444446
Shureap,Cyclops,15,5,2,19,3,15,1,49,27,1.8148148148148149
Sironeko,Cyclops,18,3,6,18,2,15,0,71,27,2.6296296296296298
Goodboy,FearX,0,0,0,0,0,0,0,0,0,0
Mephi,FearX,0,0,0,0,0,0,0,0,0,0
Demic,FearX,0,0,0,0,0,0,0,0,0,0
Nova,FearX,0,0,0,0,0,0,0,0,0,0
Rin,FearX,0,0,0,0,0,0,0,0,0,0
Rovi,Cruelty,0,0,0,0,0,0,0,0,0,0
Ivan,Cruelty,0,0,0,0,0,0,0,0,0,0
Motumbo,Cruelty,0,0,0,0,0,0,0,0,0,0
Pyroxz,Cruelty,0,0,0,0,0,0,0,0,0,0
Toski,Cruelty,0,0,0,0,0,0,0,0,0,0
Asphy,Bleed,10,2,2,19,5,8,2,17,23,0.7391304347826086
Hoven,Bleed,11,4,2,18,3,8,0,11,23,0.4782608695652174
Mentalist,Bleed,16,8,2,18,1,8,0,36,23,1.565217391304348
Reeps,Bleed,19,12,4,17,3,8,1,58,23,2.5217391304347827
Terdsta,Bleed,16,5,1,20,0,8,0,33,23,1.434782608695652
Srsly,Geekay,0,0,0,0,0,0,0,0,0,0
Trixd,Geekay,0,0,0,0,0,0,0,0,0,0
Xke,Geekay,0,0,0,0,0,0,0,0,0,0
Blaz,Geekay,0,0,0,0,0,0,0,0,0,0
Neskin,Geekay,0,0,0,0,0,0,0,0,0,0
