Player,Team,Kills,Body Shot Kills,Entry Kills,Deaths,Entry Deaths,Round Wins,Plants,Points,Rounds,PPR
Shaiiko,BDS,31,14,4,46,8,28,2,67,57,1.1754385964912282
Brid,BDS,37,13,3,38,1,28,6,166,57,2.912280701754386
Likefac,BDS,61,28,5,35,6,28,0,226,57,3.9649122807017543
Solotov,BDS,40,12,11,48,13,28,0,96,57,1.6842105263157894
Yuzus,BDS,31,14,2,41,4,28,0,70,57,1.2280701754385965
Azzr,ITB,0,0,0,0,0,0,0,0,0,0
Kendrew,ITB,0,0,0,0,0,0,0,0,0,0
Noa,ITB,0,0,0,0,0,0,0,0,0,0
Creedz,ITB,0,0,0,0,0,0,0,0,0,0
Oscr,ITB,0,0,0,0,0,0,0,0,0,0
Savage,Secret,0,0,0,0,0,0,0,0,0,0
Gruby,Secret,0,0,0,0,0,0,0,0,0,0
Miracle,Secret,0,0,0,0,0,0,0,0,0,0
Jume,Secret,0,0,0,0,0,0,0,0,0,0
Adrian,Secret,0,0,0,0,0,0,0,0,0,0
Dfuzr,Beastcoast,35,14,7,41,7,29,1,104,57,1.8245614035087718
Gaveni,Beastcoast,49,19,11,39,8,29,0,173,57,3.0350877192982457
Gunnar,Beastcoast,63,33,11,41,4,29,0,231,57,4.052631578947368
Hotan,Beastcoast,32,18,1,38,0,29,3,112,57,1.9649122807017543
Spiritz,Beastcoast,29,11,2,41,6,29,0,61,57,1.0701754385964912
Spoit,M80,0,0,0,0,0,0,0,0,0,0
Ctzn,M80,0,0,0,0,0,0,0,0,0,0
Cameraman,M80,0,0,0,0,0,0,0,0,0,0
Kyno,M80,0,0,0,0,0,0,0,0,0,0
Nudl,M80,0,0,0,0,0,0,0,0,0,0
Njr,DarkZero,0,0,0,0,0,0,0,0,0,0
Panba,DarkZero,0,0,0,0,0,0,0,0,0,0
Canadian,DarkZero,0,0,0,0,0,0,0,0,0,0
Beaulo,DarkZero,0,0,0,0,0,0,0,0,0,0
Nafe,DarkZero,0,0,0,0,0,0,0,0,0,0
Cyber,FaZe,0,0,0,0,0,0,0,0,0,0
Soulz,FaZe,0,0,0,0,0,0,0,0,0,0
Vitaking,FaZe,0,0,0,0,0,0,0,0,0,0
Handy,FaZe,0,0,0,0,0,0,0,0,0,0
Kds,FaZe,0,0,0,0,0,0,0,0,0,0
Arthur,E1,0,0,0,0,0,0,0,0,0,0
Flastry,E1,0,0,0,0,0,0,0,0,0,0
Emptz,E1,0,0,0,0,0,0,0,0,0,0
Peres,E1,0,0,0,0,0,0,0,0,0,0
Stk,E1,0,0,0,0,0,0,0,0,0,0
Felipox,Furia,0,0,0,0,0,0,0,0,0,0
Herdz,Furia,0,0,0,0,0,0,0,0,0,0
Jv92,Furia,0,0,0,0,0,0,0,0,0,0
Kheyze,Furia,0,0,0,0,0,0,0,0,0,0
Nade,Furia,0,0,0,0,0,0,0,0,0,0
Fishlike,Scarz,0,0,0,0,0,0,0,0,0,0
Taiyou,Scarz,0,0,0,0,0,0,0,0,0,0
Washoy,Scarz,0,0,0,0,0,0,0,0,0,0
Rec,Scarz,0,0,0,0,0,0,0,0,0,0
Nina,Scarz,0,0,0,0,0,0,0,0,0,0
Misa,Talon,0,0,0,0,0,0,0,0,0,0
Royboy,Talon,0,0,0,0,0,0,0,0,0,0
Jlt,Talon,0,0,0,0,0,0,0,0,0,0
Rider,Talon,0,0,0,0,0,0,0,0,0,0
Soldier,Talon,0,0,0,0,0,0,0,0,0,0
Odah,Bliss,0,0,0,0,0,0,0,0,0,0
Fishoguy,Bliss,0,0,0,0,0,0,0,0,0,0
Brendo,Bliss,0,0,0,0,0,0,0,0,0,0
Sageon,Bliss,0,0,0,0,0,0,0,0,0,0
Wettables,Bliss,0,0,0,0,0,0,0,0,0,0
Virtue,G2,0,0,0,0,0,0,0,0,0,0
Alemao,G2,0,0,0,0,0,0,0,0,0,0
Doki,G2,0,0,0,0,0,0,0,0,0,0
Benja,G2,0,0,0,0,0,0,0,0,0,0
Uuno,G2,0,0,0,0,0,0,0,0,0,0
Fultz,SSG,0,0,0,0,0,0,0,0,0,0
Forrest,SSG,0,0,0,0,0,0,0,0,0,0
J90,SSG,0,0,0,0,0,0,0,0,0,0
Ashn,SSG,0,0,0,0,0,0,0,0,0,0
Iconic,SSG,0,0,0,0,0,0,0,0,0,0
Nesk,Liquid,0,0,0,0,0,0,0,0,0,0
Paluh,Liquid,0,0,0,0,0,0,0,0,0,0
Resetz,Liquid,0,0,0,0,0,0,0,0,0,0
Lagonis,Liquid,0,0,0,0,0,0,0,0,0,0
Maia,Liquid,0,0,0,0,0,0,0,0,0,0
Anitun,Cyclops,0,0,0,0,0,0,0,0,0,0
Blackray,Cyclops,0,0,0,0,0,0,0,0,0,0
Chibisu,Cyclops,0,0,0,0,0,0,0,0,0,0
Shureap,Cyclops,0,0,0,0,0,0,0,0,0,0
Sironeko,Cyclops,0,0,0,0,0,0,0,0,0,0
Goodboy,FearX,0,0,0,0,0,0,0,0,0,0
Mephi,FearX,0,0,0,0,0,0,0,0,0,0
Demic,FearX,0,0,0,0,0,0,0,0,0,0
Nova,FearX,0,0,0,0,0,0,0,0,0,0
Rin,FearX,0,0,0,0,0,0,0,0,0,0
Rovi,Cruelty,0,0,0,0,0,0,0,0,0,0
Ivan,Cruelty,0,0,0,0,0,0,0,0,0,0
Motumbo,Cruelty,0,0,0,0,0,0,0,0,0,0
Pyroxz,Cruelty,0,0,0,0,0,0,0,0,0,0
Toski,Cruelty,0,0,0,0,0,0,0,0,0,0
Asphy,Bleed,0,0,0,0,0,0,0,0,0,0
Hoven,Bleed,0,0,0,0,0,0,0,0,0,0
Mentalist,Bleed,0,0,0,0,0,0,0,0,0,0
Reeps,Bleed,0,0,0,0,0,0,0,0,0,0
Terdsta,Bleed,0,0,0,0,0,0,0,0,0,0
Srsly,Geekay,0,0,0,0,0,0,0,0,0,0
Trixd,Geekay,0,0,0,0,0,0,0,0,0,0
Xke,Geekay,0,0,0,0,0,0,0,0,0,0
Blaz,Geekay,0,0,0,0,0,0,0,0,0,0
Neskin,Geekay,0,0,0,0,0,0,0,0,0,0
