Player,Team,Kills,Body Shot Kills,Entry Kills,Deaths,Entry Deaths,Round Wins,Plants,Points,Rounds,PPR
Shaiiko,BDS,17,10,1,16,2,14,0,53,23,2.3043478260869565
Brid,BDS,11,5,1,16,1,14,1,38,23,1.6521739130434783
Likefac,BDS,25,14,5,12,0,14,0,113,23,4.913043478260869
Solotov,BDS,18,4,3,18,4,14,0,58,23,2.5217391304347827
Yuzus,BDS,20,8,5,14,1,14,1,94,23,4.086956521739131
Azzr,ITB,0,0,0,0,0,0,0,0,0,0
Kendrew,ITB,0,0,0,0,0,0,0,0,0,0
Noa,ITB,0,0,0,0,0,0,0,0,0,0
Creedz,ITB,0,0,0,0,0,0,0,0,0,0
Oscr,ITB,0,0,0,0,0,0,0,0,0,0
Savage,Secret,14,5,2,17,4,9,0,28,23,1.2173913043478262
Gruby,Secret,19,6,3,19,2,9,0,52,23,2.260869565217391
Miracle,Secret,14,8,1,19,3,9,0,19,23,0.8260869565217391
Jume,Secret,12,4,2,17,2,9,0,23,23,1.0
Adrian,Secret,16,10,0,18,4,9,0,26,23,1.1304347826086956
Dfuzr,Beastcoast,12,5,3,14,3,14,0,41,19,2.1578947368421053
Gaveni,Beastcoast,16,7,0,11,4,14,1,68,19,3.5789473684210527
Gunnar,Beastcoast,28,10,4,8,1,14,0,140,19,7.368421052631579
Hotan,Beastcoast,10,4,1,11,1,14,0,41,19,2.1578947368421053
Spiritz,Beastcoast,9,6,1,12,1,14,0,31,19,1.631578947368421
Spoit,M80,19,6,2,19,4,9,0,46,23,2.0
Ctzn,M80,13,6,3,20,1,9,0,21,23,0.9130434782608695
Cameraman,M80,10,5,1,15,4,9,1,20,23,0.8695652173913043
Kyno,M80,20,10,2,16,2,9,2,76,23,3.3043478260869565
Nudl,M80,15,5,3,19,1,9,0,35,23,1.5217391304347827
Njr,DarkZero,16,8,4,13,2,14,1,73,23,3.1739130434782608
Panba,DarkZero,21,10,3,15,2,14,0,80,23,3.4782608695652173
Canadian,DarkZero,13,10,3,20,1,14,3,51,23,2.217391304347826
Beaulo,DarkZero,19,9,0,14,4,14,0,64,23,2.782608695652174
Nafe,DarkZero,19,11,2,14,2,14,2,86,23,3.739130434782609
Cyber,FaZe,15,7,4,15,0,5,0,41,19,2.1578947368421053
Soulz,FaZe,6,3,0,13,2,5,1,2,19,0.10526315789473684
Vitaking,FaZe,9,5,1,16,1,5,0,2,19,0.10526315789473684
Handy,FaZe,17,11,2,14,2,5,0,42,19,2.210526315789474
Kds,FaZe,9,7,3,17,4,5,1,3,19,0.15789473684210525
Arthur,E1,0,0,0,0,0,0,0,0,0,0
Flastry,E1,0,0,0,0,0,0,0,0,0,0
Emptz,E1,0,0,0,0,0,0,0,0,0,0
Peres,E1,0,0,0,0,0,0,0,0,0,0
Stk,E1,0,0,0,0,0,0,0,0,0,0
Felipox,Furia,31,9,3,26,0,16,0,106,37,2.864864864864865
Herdz,Furia,19,5,7,34,9,16,0,16,37,0.43243243243243246
Jv92,Furia,19,9,4,27,5,16,0,35,37,0.9459459459459459
Kheyze,Furia,33,13,1,26,5,16,1,106,37,2.864864864864865
Nade,Furia,14,4,1,26,2,16,3,42,37,1.135135135135135
Fishlike,Scarz,0,0,0,0,0,0,0,0,0,0
Taiyou,Scarz,0,0,0,0,0,0,0,0,0,0
Washoy,Scarz,0,0,0,0,0,0,0,0,0,0
Rec,Scarz,0,0,0,0,0,0,0,0,0,0
Nina,Scarz,0,0,0,0,0,0,0,0,0,0
Misa,Talon,0,0,0,0,0,0,0,0,0,0
Royboy,Talon,0,0,0,0,0,0,0,0,0,0
Jlt,Talon,0,0,0,0,0,0,0,0,0,0
Rider,Talon,0,0,0,0,0,0,0,0,0,0
Soldier,Talon,0,0,0,0,0,0,0,0,0,0
Odah,Bliss,0,0,0,0,0,0,0,0,0,0
Fishoguy,Bliss,0,0,0,0,0,0,0,0,0,0
Brendo,Bliss,0,0,0,0,0,0,0,0,0,0
Sageon,Bliss,0,0,0,0,0,0,0,0,0,0
Wettables,Bliss,0,0,0,0,0,0,0,0,0,0
Virtue,G2,0,0,0,0,0,0,0,0,0,0
Alemao,G2,0,0,0,0,0,0,0,0,0,0
Doki,G2,0,0,0,0,0,0,0,0,0,0
Benja,G2,0,0,0,0,0,0,0,0,0,0
Uuno,G2,0,0,0,0,0,0,0,0,0,0
Fultz,SSG,0,0,0,0,0,0,0,0,0,0
Forrest,SSG,0,0,0,0,0,0,0,0,0,0
J90,SSG,0,0,0,0,0,0,0,0,0,0
Ashn,SSG,0,0,0,0,0,0,0,0,0,0
Iconic,SSG,0,0,0,0,0,0,0,0,0,0
Nesk,Liquid,25,6,8,27,5,21,0,86,37,2.324324324324324
Paluh,Liquid,32,10,5,21,3,21,0,133,37,3.5945945945945947
Resetz,Liquid,32,11,5,24,0,21,0,129,37,3.4864864864864864
Lagonis,Liquid,17,11,1,20,3,21,5,92,37,2.4864864864864864
Maia,Liquid,33,16,2,24,5,21,0,113,37,3.054054054054054
Anitun,Cyclops,0,0,0,0,0,0,0,0,0,0
Blackray,Cyclops,0,0,0,0,0,0,0,0,0,0
Chibisu,Cyclops,0,0,0,0,0,0,0,0,0,0
Shureap,Cyclops,0,0,0,0,0,0,0,0,0,0
Sironeko,Cyclops,0,0,0,0,0,0,0,0,0,0
Goodboy,FearX,0,0,0,0,0,0,0,0,0,0
Mephi,FearX,0,0,0,0,0,0,0,0,0,0
Demic,FearX,0,0,0,0,0,0,0,0,0,0
Nova,FearX,0,0,0,0,0,0,0,0,0,0
Rin,FearX,0,0,0,0,0,0,0,0,0,0
Rovi,Cruelty,0,0,0,0,0,0,0,0,0,0
Ivan,Cruelty,0,0,0,0,0,0,0,0,0,0
Motumbo,Cruelty,0,0,0,0,0,0,0,0,0,0
Pyroxz,Cruelty,0,0,0,0,0,0,0,0,0,0
Toski,Cruelty,0,0,0,0,0,0,0,0,0,0
Asphy,Bleed,0,0,0,0,0,0,0,0,0,0
Hoven,Bleed,0,0,0,0,0,0,0,0,0,0
Mentalist,Bleed,0,0,0,0,0,0,0,0,0,0
Reeps,Bleed,0,0,0,0,0,0,0,0,0,0
Terdsta,Bleed,0,0,0,0,0,0,0,0,0,0
