Player,Team,Kills,Body Shot Kills,Entry Kills,Deaths,Entry Deaths,Round Wins,Plants,Points,Rounds,PPR
Biboo,Wolves,21,9,2,24,5,16,0,50,34,1.4705882352941178
P4,Wolves,30,12,3,26,0,16,0,98,34,2.8823529411764706
Mowwwgli,Wolves,23,6,8,28,8,16,0,57,34,1.6764705882352942
Shinka,Wolves,14,6,2,21,1,16,2,51,34,1.5
Deadshot,Wolves,34,12,1,20,4,16,0,124,34,3.6470588235294117
Adrian,Secret,15,4,2,25,4,18,1,36,34,1.0588235294117647
Gruby,Secret,20,10,3,22,3,18,1,68,34,2.0
Savage,Secret,32,14,7,26,4,18,0,110,34,3.235294117647059
Jume,Secret,39,16,6,25,2,18,3,172,34,5.0588235294117645
Miracle,Secret,13,6,0,24,3,18,0,17,34,0.5
Leongids,Fnatic,0,0,0,0,0,0,0,0,0,0
Tyrant,Fnatic,0,0,0,0,0,0,0,0,0,0
Jigsaw,Fnatic,0,0,0,0,0,0,0,0,0,0
Deapek,Fnatic,0,0,0,0,0,0,0,0,0,0
Jeggz,Fnatic,0,0,0,0,0,0,0,0,0,0
Pasha,Virtus Pro,0,0,0,0,0,0,0,0,0,0
Joystick,Virtus Pro,0,0,0,0,0,0,0,0,0,0
Dan,Virtus Pro,0,0,0,0,0,0,0,0,0,0
Always,Virtus Pro,0,0,0,0,0,0,0,0,0,0
Sheppard,Virtus Pro,0,0,0,0,0,0,0,0,0,0
Azzr,ITB,27,14,6,21,2,15,0,96,32,3.0
Creedz,ITB,19,8,1,27,4,15,0,30,32,0.9375
Noa,ITB,18,4,4,27,5,15,1,41,32,1.28125
Kendrew,ITB,26,12,2,22,1,15,2,100,32,3.125
Oscr,ITB,19,15,3,20,3,15,1,58,32,1.8125
Shaiiko,BDS,21,11,1,23,6,16,0,47,32,1.46875
Brid,BDS,24,9,1,17,1,16,2,108,32,3.375
Likefac,BDS,23,7,3,23,4,16,0,69,32,2.15625
Yuzus,BDS,22,9,4,20,2,16,0,77,32,2.40625
Solotov,BDS,27,13,6,26,3,16,1,90,32,2.8125
Kanto,Wylde,0,0,0,0,0,0,0,0,0,0
Nelo,Wylde,0,0,0,0,0,0,0,0,0,0
Teb,Wylde,0,0,0,0,0,0,0,0,0,0
Lollo,Wylde,0,0,0,0,0,0,0,0,0,0
Pacbull,Wylde,0,0,0,0,0,0,0,0,0,0
Skyz,Ence,0,0,0,0,0,0,0,0,0,0
Jaks,Ence,0,0,0,0,0,0,0,0,0,0
Nayqo,Ence,0,0,0,0,0,0,0,0,0,0
Frenchy,Ence,0,0,0,0,0,0,0,0,0,0
Raikoss,Ence,0,0,0,0,0,0,0,0,0,0
Alemao,G2,0,0,0,0,0,0,0,0,0,0
Benja,G2,0,0,0,0,0,0,0,0,0,0
Doki,G2,0,0,0,0,0,0,0,0,0,0
Uuno,G2,0,0,0,0,0,0,0,0,0,0
Virtue,G2,0,0,0,0,0,0,0,0,0,0
