Player,Team,Kills,Body Shot Kills,Entry Kills,Deaths,Entry Deaths,Round Wins,Plants,Points,Rounds,PPR
Biboo,Wolves,16,11,2,22,1,14,0,33,30,1.1
P4,Wolves,17,6,2,22,5,14,2,51,30,1.7
Mowwwgli,Wolves,21,7,4,26,7,14,1,50,30,1.666666667
Shinka,Wolves,12,7,1,21,1,14,3,42,30,1.4
Deadshot,Wolves,26,7,3,21,4,14,0,86,30,2.866666667
Leongids,Fnatic,0,0,0,0,0,0,0,0,0,0
Tyrant,Fnatic,0,0,0,0,0,0,0,0,0,0
Jigsaw,Fnatic,0,0,0,0,0,0,0,0,0,0
Deapek,Fnatic,0,0,0,0,0,0,0,0,0,0
Jeggz,Fnatic,0,0,0,0,0,0,0,0,0,0
Pasha,Virtus Pro,0,0,0,0,0,0,0,0,0,0
Joystick,Virtus Pro,0,0,0,0,0,0,0,0,0,0
Dan,Virtus Pro,0,0,0,0,0,0,0,0,0,0
Always,Virtus Pro,0,0,0,0,0,0,0,0,0,0
Sheppard,Virtus Pro,0,0,0,0,0,0,0,0,0,0
Kanto,Wylde,0,0,0,0,0,0,0,0,0,0
Nelo,Wylde,0,0,0,0,0,0,0,0,0,0
Teb,Wylde,0,0,0,0,0,0,0,0,0,0
Lollo,Wylde,0,0,0,0,0,0,0,0,0,0
Pacbull,Wylde,0,0,0,0,0,0,0,0,0,0
Skyz,Ence,35,18,4,34,7,22,4,125,50,2.5
Jaks,Ence,34,13,4,31,2,22,0,112,50,2.24
Nayqo,Ence,28,9,6,37,5,22,1,74,50,1.48
Frenchy,Ence,0,0,0,0,0,22,0,44,50,0.88
Raikoss,Ence,38,20,7,35,7,22,0,109,50,2.18
Azoxx,Ence,34,9,5,35,3,22,0,104,50,2.08
Alemao,G2,29,14,4,26,0,29,4,151,45,3.355555556
Benja,G2,40,14,5,24,5,29,0,172,45,3.822222222
Doki,G2,40,14,11,33,6,29,0,155,45,3.444444444
Uuno,G2,32,14,7,32,3,29,1,124,45,2.755555556
Virtue,G2,36,16,0,25,4,29,1,147,45,3.266666667
Sloth,Forgotten Days,16,6,1,21,4,10,0,25,25,1
Astro,Forgotten Days,17,3,4,20,3,10,0,44,25,1.76
Hungry,Forgotten Days,14,6,1,19,2,10,2,41,25,1.64
Dora,Forgotten Days,17,5,2,18,3,10,0,44,25,1.76
Yzn,Forgotten Days,19,6,2,19,3,10,0,50,25,2
Stiz,Make Your Destiny,0,0,0,0,0,0,0,0,0,0
Bbyshark,Make Your Destiny,0,0,0,0,0,0,0,0,0,0
Juuhaa,Make Your Destiny,0,0,0,0,0,0,0,0,0,0
Radenty,Make Your Destiny,0,0,0,0,0,0,0,0,0,0
Lasmooo,Make Your Destiny,0,0,0,0,0,0,0,0,0,0
