Player,Team,Kills,Body Shot Kills,Entry Kills,Deaths,Entry Deaths,Round Wins,Plants,Points,Rounds,PPR
Asphy,Bleed,19,6,2,25,3,14,0,40,33,1.2121212121212122
Hoven,Bleed,27,12,6,25,3,14,0,82,33,2.484848484848485
Mentalist,Bleed,22,13,3,27,4,14,0,42,33,1.2727272727272727
Reeps,Bleed,15,5,4,24,4,14,0,26,33,0.7878787878787878
Terdsta,Bleed,19,8,1,22,3,14,0,45,33,1.3636363636363635
Brendo,Bliss,26,11,2,19,4,11,0,80,26,3.076923076923077
Fishoguy,Bliss,14,7,2,20,4,11,2,37,26,1.4230769230769231
Odah,Bliss,15,9,1,21,3,11,0,21,26,0.8076923076923077
Sageon,Bliss,11,5,1,18,1,11,1,26,26,1
Wettables,Bliss,16,7,4,21,4,11,0,32,26,1.2307692307692308
Beaulo,DarkZero,13,5,2,18,4,14,0,30,23,1.3043478260869565
Canadian,DarkZero,9,4,1,17,4,14,4,44,23,1.9130434782608696
Nafe,DarkZero,28,14,5,12,1,14,0,126,23,5.478260869565218
Njr,DarkZero,18,13,1,13,1,14,0,66,23,2.869565217391304
Panba,DarkZero,17,7,2,15,2,14,0,61,23,2.652173913043478
Coted,Dplus,0,0,0,0,0,0,0,0,0,0
Dmaly,Dplus,0,0,0,0,0,0,0,0,0,0
Soldier,Dplus,0,0,0,0,0,0,0,0,0,0
Woogiman,Dplus,0,0,0,0,0,0,0,0,0,0
Yass,Dplus,0,0,0,0,0,0,0,0,0,0
Jlad,Falcons,16,6,4,25,5,13,0,23,32,0.71875
Madskills,Falcons,15,7,2,22,1,13,0,30,32,0.9375
Okillz,Falcons,19,7,2,23,2,13,0,45,32,1.40625
P9,Falcons,22,14,6,26,3,13,0,50,32,1.5625
Quibz,Falcons,27,15,5,19,2,13,1,103,32,3.21875
Cyber,FaZe,17,10,4,22,4,11,0,31,26,1.1923076923076923
Handy,FaZe,19,10,2,16,2,11,0,59,26,2.269230769230769
Kds,FaZe,23,14,3,19,3,11,0,66,26,2.5384615384615383
Soulz,FaZe,19,9,3,17,3,11,0,57,26,2.1923076923076925
Vitaking,FaZe,8,4,0,21,2,11,2,7,26,0.2692307692307692
Arukaze,FearX,15,3,0,18,1,8,0,32,22,1.4545454545454546
Demic,FearX,14,9,0,17,5,8,0,16,22,0.7272727272727273
Goodboy,FearX,13,2,1,18,1,8,0,25,22,1.1363636363636365
Mephi,FearX,15,5,4,17,2,8,0,39,22,1.7727272727272727
Rin,FearX,7,2,1,21,7,8,1,-18,22,-0.818181818
Bgman,Fury,26,17,2,16,1,19,0,105,32,3.28125
Dark,Fury,18,11,3,24,7,19,0,37,32,1.15625
I9,Fury,28,15,0,16,4,19,0,107,32,3.34375
Krit,Fury,32,15,6,22,6,19,0,117,32,3.65625
Lycolis,Fury,10,4,2,20,1,19,0,26,32,0.8125
Alemao,G2,12,7,1,14,2,14,0,37,22,1.6818181818181819
Benja,G2,25,7,9,14,0,14,0,122,22,5.545454545454546
Doki,G2,18,8,4,13,3,14,1,81,22,3.6818181818181817
Uuno,G2,17,8,1,12,0,14,3,95,22,4.318181818181818
Virtue,G2,19,9,1,11,1,14,1,89,22,4.045454545454546
Hashom,Geekay,0,0,0,0,0,0,0,0,0,0
Srsly,Geekay,0,0,0,0,0,0,0,0,0,0
Nudl,Geekay,0,0,0,0,0,0,0,0,0,0
Trixd,Geekay,0,0,0,0,0,0,0,0,0,0
Xke,Geekay,0,0,0,0,0,0,0,0,0,0
Lagonis,Liquid,0,0,0,0,0,0,0,0,0,0
Nesk,Liquid,0,0,0,0,0,0,0,0,0,0
Paluh,Liquid,0,0,0,0,0,0,0,0,0,0
Resetz,Liquid,0,0,0,0,0,0,0,0,0,0
Volpz,Liquid,0,0,0,0,0,0,0,0,0,0
Cameraman,LOS,14,7,2,20,1,11,1,35,26,1.3461538461538463
Dash,LOS,20,9,4,19,5,11,0,54,26,2.076923076923077
Dotz,LOS,15,7,4,22,2,11,0,28,26,1.0769230769230769
Lobin,LOS,21,12,3,20,2,11,0,57,26,2.1923076923076925
Maia,LOS,16,6,1,19,2,11,2,53,26,2.0384615384615383
Dias,M80,11,4,1,14,0,8,0,27,23,1.173913043478261
Gmz,M80,18,9,1,19,2,8,0,38,23,1.6521739130434783
Iconic,M80,13,9,2,18,5,8,1,20,23,0.8695652173913043
Spoit,M80,15,9,5,18,6,8,0,26,23,1.1304347826086956
Yoggah,M80,13,7,1,19,0,8,0,19,23,0.8260869565217391
Kondz,NiP,24,8,5,16,0,9,0,92,23,4
Muzi,NiP,11,2,1,18,4,9,0,11,23,0.4782608695652174
Pino,NiP,13,5,0,17,2,9,0,23,23,1
Psycho,NiP,13,6,2,17,4,9,1,30,23,1.3043478260869565
