Player,Team,Kills,Body Shot Kills,Entry Kills,Deaths,Entry Deaths,Round Wins,Plants,Points,Rounds,PPR
Asphy,Bleed,0,0,0,0,0,0,0,0,0,0
Hoven,Bleed,0,0,0,0,0,0,0,0,0,0
Mentalist,Bleed,0,0,0,0,0,0,0,0,0,0
Reeps,Bleed,0,0,0,0,0,0,0,0,0,0
Terdsta,Bleed,0,0,0,0,0,0,0,0,0,0
Brendo,Bliss,0,0,0,0,0,0,0,0,0,0
Fishoguy,Bliss,0,0,0,0,0,0,0,0,0,0
Odah,Bliss,0,0,0,0,0,0,0,0,0,0
Sageon,Bliss,0,0,0,0,0,0,0,0,0,0
Wettables,Bliss,0,0,0,0,0,0,0,0,0,0
Beaulo,DarkZero,16,7,2,16,1,8,0,43,22,1.9545454545454546
Canadian,DarkZero,14,5,4,16,1,8,0,39,22,1.7727272727272727
Nafe,DarkZero,9,4,1,18,4,8,0,-3,22,-0.13636363636363635
Njr,DarkZero,20,8,1,18,2,8,0,52,22,2.3636363636363638
Panba,DarkZero,9,5,2,16,4,8,0,4,22,0.18181818181818182
Coted,Dplus,0,0,0,0,0,0,0,0,0,0
Dmaly,Dplus,0,0,0,0,0,0,0,0,0,0
Soldier,Dplus,0,0,0,0,0,0,0,0,0,0
Woogiman,Dplus,0,0,0,0,0,0,0,0,0,0
Yass,Dplus,0,0,0,0,0,0,0,0,0,0
Jlad,Falcons,0,0,0,0,0,0,0,0,0,0
Madskills,Falcons,0,0,0,0,0,0,0,0,0,0
Okillz,Falcons,0,0,0,0,0,0,0,0,0,0
P9,Falcons,0,0,0,0,0,0,0,0,0,0
Quibz,Falcons,0,0,0,0,0,0,0,0,0,0
Cyber,FaZe,0,0,0,0,0,14,0,28,21,1.3333333333333333
Handy,FaZe,25,10,5,14,2,14,1,115,21,5.476190476190476
Kds,FaZe,17,7,0,11,1,14,0,71,21,3.380952380952381
Soulz,FaZe,14,7,0,10,3,14,0,55,21,2.619047619047619
Vitaking,FaZe,9,4,1,14,1,14,3,51,21,2.4285714285714284
Arukaze,FearX,0,0,0,0,0,0,0,0,0,0
Demic,FearX,0,0,0,0,0,0,0,0,0,0
Goodboy,FearX,0,0,0,0,0,0,0,0,0,0
Mephi,FearX,0,0,0,0,0,0,0,0,0,0
Rin,FearX,0,0,0,0,0,0,0,0,0,0
Bgman,Fury,0,0,0,0,0,0,0,0,0,0
Dark,Fury,0,0,0,0,0,0,0,0,0,0
I9,Fury,0,0,0,0,0,0,0,0,0,0
Krit,Fury,0,0,0,0,0,0,0,0,0,0
Lycolis,Fury,0,0,0,0,0,0,0,0,0,0
Alemao,G2,20,9,3,13,2,14,0,82,22,3.727272727272727
Benja,G2,25,5,4,15,1,14,1,117,22,5.318181818181818
Doki,G2,22,8,3,13,3,14,0,91,22,4.136363636363637
Uuno,G2,8,5,1,13,1,14,1,32,22,1.4545454545454546
Virtue,G2,10,7,1,15,3,14,0,22,22,1.0
Hashom,Geekay,0,0,0,0,0,0,0,0,0,0
Srsly,Geekay,0,0,0,0,0,0,0,0,0,0
Nudl,Geekay,0,0,0,0,0,0,0,0,0,0
Trixd,Geekay,0,0,0,0,0,0,0,0,0,0
Xke,Geekay,0,0,0,0,0,0,0,0,0,0
Lagonis,Liquid,0,0,0,0,0,0,0,0,0,0
Nesk,Liquid,0,0,0,0,0,0,0,0,0,0
Paluh,Liquid,0,0,0,0,0,0,0,0,0,0
Resetz,Liquid,0,0,0,0,0,0,0,0,0,0
Volpz,Liquid,0,0,0,0,0,0,0,0,0,0
Cameraman,LOS,0,0,0,0,0,0,0,0,0,0
Dash,LOS,0,0,0,0,0,0,0,0,0,0
Dotz,LOS,0,0,0,0,0,0,0,0,0,0
Lobin,LOS,0,0,0,0,0,0,0,0,0,0
Maia,LOS,0,0,0,0,0,0,0,0,0,0
Dias,M80,0,0,0,0,0,0,0,0,0,0
Gmz,M80,0,0,0,0,0,0,0,0,0,0
Iconic,M80,0,0,0,0,0,0,0,0,0,0
Spoit,M80,0,0,0,0,0,0,0,0,0,0
Yoggah,M80,0,0,0,0,0,0,0,0,0,0
Kondz,NiP,0,0,0,0,0,0,0,0,0,0
Muzi,NiP,0,0,0,0,0,0,0,0,0,0
Pino,NiP,0,0,0,0,0,0,0,0,0,0
Psycho,NiP,0,0,0,0,0,0,0,0,0,0
Wizard,NiP,0,0,0,0,0,0,0,0,0,0
Fishlike,Scarz,0,0,0,0,0,0,0,0,0,0
Pyon,Scarz,0,0,0,0,0,0,0,0,0,0
Rec,Scarz,0,0,0,0,0,0,0,0,0,0
Taiyou,Scarz,0,0,0,0,0,0,0,0,0,0
Washoy,Scarz,0,0,0,0,0,0,0,0,0,0
Ambi,Soniqs,6,2,1,16,8,5,1,-16,19,-0.8421052631578947
Ctzn,Soniqs,8,4,1,16,1,5,0,-2,19,-0.10526315789473684
Geo,Soniqs,7,3,1,17,2,5,1,-3,19,-0.15789473684210525
Gryxr,Soniqs,14,6,0,16,1,5,0,24,19,1.263157894736842
Rexen,Soniqs,11,3,1,15,3,5,0,13,19,0.6842105263157895
Ashn,SSG,0,0,0,0,0,0,0,0,0,0
Forrest,SSG,0,0,0,0,0,0,0,0,0,0
Fultz,SSG,0,0,0,0,0,0,0,0,0,0
Hotan,SSG,0,0,0,0,0,0,0,0,0,0
J90,SSG,0,0,0,0,0,0,0,0,0,0
Always,Virtus Pro,10,4,1,15,3,7,0,11,21,0.5238095238095238
Dan,Virtus Pro,8,3,3,18,1,7,0,1,21,0.047619047619047616
Joystick,Virtus Pro,15,6,6,17,2,7,0,40,21,1.9047619047619047
Pasha,Virtus Pro,15,8,1,17,1,7,0,30,21,1.4285714285714286
Sheppard,Virtus Pro,16,7,0,14,3,7,2,55,21,2.619047619047619
Felipox,W7M,16,7,2,9,0,14,1,86,19,4.526315789473684
Herdz,W7M,18,6,6,12,2,14,0,84,19,4.421052631578948
Jv92,W7M,18,5,2,9,2,14,0,86,19,4.526315789473684
Kheyze,W7M,16,6,4,12,0,14,0,74,19,3.8947368421052633
Nade,W7M,13,7,1,5,0,14,0,73,19,3.8421052631578947
Biboo,Wolves,0,0,0,0,0,0,0,0,0,0
Deadshot,Wolves,0,0,0,0,0,0,0,0,0,0
Mowwwgli,Wolves,0,0,0,0,0,0,0,0,0,0
P4,Wolves,0,0,0,0,0,0,0,0,0,0
Shinka,Wolves,0,0,0,0,0,0,0,0,0,0
