Player,Team,Kills,Body Shot Kills,Entry Kills,Deaths,Entry Deaths,Round Wins,Plants,Points,Rounds,PPR
Asphy,Bleed,0,0,0,0,0,0,0,0,0,0
Hoven,Bleed,0,0,0,0,0,0,0,0,0,0
Mentalist,Bleed,0,0,0,0,0,0,0,0,0,0
Reeps,Bleed,0,0,0,0,0,0,0,0,0,0
Terdsta,Bleed,0,0,0,0,0,0,0,0,0,0
Brendo,Bliss,0,0,0,0,0,0,0,0,0,0
Fishoguy,Bliss,0,0,0,0,0,0,0,0,0,0
Odah,Bliss,0,0,0,0,0,0,0,0,0,0
Sageon,Bliss,0,0,0,0,0,0,0,0,0,0
Wettables,Bliss,0,0,0,0,0,0,0,0,0,0
Beaulo,DarkZero,0,0,0,0,0,0,0,0,0,0
Canadian,DarkZero,0,0,0,0,0,0,0,0,0,0
Nafe,DarkZero,0,0,0,0,0,0,0,0,0,0
Njr,DarkZero,0,0,0,0,0,0,0,0,0,0
Panba,DarkZero,0,0,0,0,0,0,0,0,0,0
Coted,Dplus,0,0,0,0,0,0,0,0,0,0
Dmaly,Dplus,0,0,0,0,0,0,0,0,0,0
Soldier,Dplus,0,0,0,0,0,0,0,0,0,0
Woogiman,Dplus,0,0,0,0,0,0,0,0,0,0
Yass,Dplus,0,0,0,0,0,0,0,0,0,0
Jlad,Falcons,0,0,0,0,0,0,0,0,0,0
Madskills,Falcons,0,0,0,0,0,0,0,0,0,0
Okillz,Falcons,0,0,0,0,0,0,0,0,0,0
P9,Falcons,0,0,0,0,0,0,0,0,0,0
Quibz,Falcons,0,0,0,0,0,0,0,0,0,0
Cyber,FaZe,40,20,10,46,7,29,0,106,57,1.8596491228070176
Handy,FaZe,50,27,6,36,9,29,0,167,57,2.9298245614035086
Kds,FaZe,35,15,5,40,3,29,0,102,57,1.7894736842105263
Soulz,FaZe,46,27,6,40,3,29,0,147,57,2.5789473684210527
Vitaking,FaZe,39,17,2,38,5,29,3,140,57,2.456140350877193
Arukaze,FearX,0,0,0,0,0,0,0,0,0,0
Demic,FearX,0,0,0,0,0,0,0,0,0,0
Goodboy,FearX,0,0,0,0,0,0,0,0,0,0
Mephi,FearX,0,0,0,0,0,0,0,0,0,0
Rin,FearX,0,0,0,0,0,0,0,0,0,0
Bgman,Fury,0,0,0,0,0,0,0,0,0,0
Dark,Fury,0,0,0,0,0,0,0,0,0,0
I9,Fury,0,0,0,0,0,0,0,0,0,0
Krit,Fury,0,0,0,0,0,0,0,0,0,0
Lycolis,Fury,0,0,0,0,0,0,0,0,0,0
Alemao,G2,0,0,0,0,0,0,0,0,0,0
Benja,G2,0,0,0,0,0,0,0,0,0,0
Doki,G2,0,0,0,0,0,0,0,0,0,0
Uuno,G2,0,0,0,0,0,0,0,0,0,0
Virtue,G2,0,0,0,0,0,0,0,0,0,0
Hashom,Geekay,0,0,0,0,0,0,0,0,0,0
Srsly,Geekay,0,0,0,0,0,0,0,0,0,0
Nudl,Geekay,0,0,0,0,0,0,0,0,0,0
Trixd,Geekay,0,0,0,0,0,0,0,0,0,0
Xke,Geekay,0,0,0,0,0,0,0,0,0,0
Lagonis,Liquid,0,0,0,0,0,0,0,0,0,0
Nesk,Liquid,0,0,0,0,0,0,0,0,0,0
Paluh,Liquid,0,0,0,0,0,0,0,0,0,0
Resetz,Liquid,0,0,0,0,0,0,0,0,0,0
Volpz,Liquid,0,0,0,0,0,0,0,0,0,0
Cameraman,LOS,0,0,0,0,0,0,0,0,0,0
Dash,LOS,0,0,0,0,0,0,0,0,0,0
Dotz,LOS,0,0,0,0,0,0,0,0,0,0
Lobin,LOS,0,0,0,0,0,0,0,0,0,0
Maia,LOS,0,0,0,0,0,0,0,0,0,0
Dias,M80,0,0,0,0,0,0,0,0,0,0
Gmz,M80,0,0,0,0,0,0,0,0,0,0
Iconic,M80,0,0,0,0,0,0,0,0,0,0
Spoit,M80,0,0,0,0,0,0,0,0,0,0
Yoggah,M80,0,0,0,0,0,0,0,0,0,0
Kondz,NiP,0,0,0,0,0,0,0,0,0,0
Muzi,NiP,0,0,0,0,0,0,0,0,0,0
Pino,NiP,0,0,0,0,0,0,0,0,0,0
Psycho,NiP,0,0,0,0,0,0,0,0,0,0
Wizard,NiP,0,0,0,0,0,0,0,0,0,0
Fishlike,Scarz,0,0,0,0,0,0,0,0,0,0
Pyon,Scarz,0,0,0,0,0,0,0,0,0,0
Rec,Scarz,0,0,0,0,0,0,0,0,0,0
Taiyou,Scarz,0,0,0,0,0,0,0,0,0,0
Washoy,Scarz,0,0,0,0,0,0,0,0,0,0
Ambi,Soniqs,0,0,0,0,0,0,0,0,0,0
Ctzn,Soniqs,0,0,0,0,0,0,0,0,0,0
Geo,Soniqs,0,0,0,0,0,0,0,0,0,0
Gryxr,Soniqs,0,0,0,0,0,0,0,0,0,0
Rexen,Soniqs,0,0,0,0,0,0,0,0,0,0
Ashn,SSG,0,0,0,0,0,0,0,0,0,0
Forrest,SSG,0,0,0,0,0,0,0,0,0,0
Fultz,SSG,0,0,0,0,0,0,0,0,0,0
Hotan,SSG,0,0,0,0,0,0,0,0,0,0
J90,SSG,0,0,0,0,0,0,0,0,0,0
Always,Virtus Pro,0,0,0,0,0,0,0,0,0,0
Dan,Virtus Pro,0,0,0,0,0,0,0,0,0,0
Joystick,Virtus Pro,0,0,0,0,0,0,0,0,0,0
Pasha,Virtus Pro,0,0,0,0,0,0,0,0,0,0
Sheppard,Virtus Pro,0,0,0,0,0,0,0,0,0,0
Felipox,W7M,35,13,2,43,5,28,0,83,57,1.456140350877193
Herdz,W7M,41,13,10,46,11,28,0,108,57,1.894736842105263
Jv92,W7M,40,17,8,43,6,28,0,114,57,2
Kheyze,W7M,55,23,6,44,6,28,0,176,57,3.087719298245614
Nade,W7M,32,10,1,36,2,28,4,128,57,2.245614035087719
Biboo,Wolves,0,0,0,0,0,0,0,0,0,0
Deadshot,Wolves,0,0,0,0,0,0,0,0,0,0
Mowwwgli,Wolves,0,0,0,0,0,0,0,0,0,0
P4,Wolves,0,0,0,0,0,0,0,0,0,0
Shinka,Wolves,0,0,0,0,0,0,0,0,0,0
