Player,Team,Kills,Body Shot Kills,Entry Kills,Deaths,Entry Deaths,Round Wins,Plants,Points,Rounds,PPR
Asphy,Bleed,0,0,0,0,0,0,0,0,0,0
Hoven,Bleed,0,0,0,0,0,0,0,0,0,0
Mentalist,Bleed,0,0,0,0,0,0,0,0,0,0
Reeps,Bleed,0,0,0,0,0,0,0,0,0,0
Terdsta,Bleed,0,0,0,0,0,0,0,0,0,0
Brendo,Bliss,15,4,0,19,3,9,0,26,23,1.1304347826086956
Fishoguy,Bliss,17,7,5,18,0,9,1,60,23,2.608695652173913
Odah,Bliss,15,6,4,18,3,9,0,35,23,1.5217391304347827
Sageon,Bliss,15,4,3,16,5,9,0,37,23,1.608695652173913
Wettables,Bliss,11,6,1,20,0,9,0,9,23,0.391304347826087
Beaulo,DarkZero,35,17,4,27,4,19,0,115,39,2.948717948717949
Canadian,DarkZero,14,5,4,30,5,19,2,27,39,0.6923076923076923
Nafe,DarkZero,24,13,3,29,2,19,0,60,39,1.5384615384615385
Njr,DarkZero,25,14,5,25,5,19,0,74,39,1.8974358974358974
Panba,DarkZero,29,8,4,29,3,19,0,90,39,2.3076923076923075
Coted,Dplus,0,0,0,0,0,0,0,0,0,0
Dmaly,Dplus,0,0,0,0,0,0,0,0,0,0
Soldier,Dplus,0,0,0,0,0,0,0,0,0,0
Woogiman,Dplus,0,0,0,0,0,0,0,0,0,0
Yass,Dplus,0,0,0,0,0,0,0,0,0,0
Jlad,Falcons,0,0,0,0,0,0,0,0,0,0
Madskills,Falcons,0,0,0,0,0,0,0,0,0,0
Okillz,Falcons,0,0,0,0,0,0,0,0,0,0
P9,Falcons,0,0,0,0,0,0,0,0,0,0
Quibz,Falcons,0,0,0,0,0,0,0,0,0,0
Cyber,FaZe,0,0,0,0,0,15,0,30,26,1.1538461538461537
Handy,FaZe,16,6,3,17,2,15,0,55,26,2.1153846153846154
Kds,FaZe,29,7,1,15,3,15,0,119,26,4.576923076923077
Soulz,FaZe,19,14,4,15,1,15,0,72,26,2.769230769230769
Vitaking,FaZe,12,7,2,14,2,15,1,49,26,1.8846153846153846
Arukaze,FearX,0,0,0,0,0,0,0,0,0,0
Demic,FearX,0,0,0,0,0,0,0,0,0,0
Goodboy,FearX,0,0,0,0,0,0,0,0,0,0
Mephi,FearX,0,0,0,0,0,0,0,0,0,0
Rin,FearX,0,0,0,0,0,0,0,0,0,0
Bgman,Fury,0,0,0,0,0,0,0,0,0,0
Dark,Fury,0,0,0,0,0,0,0,0,0,0
I9,Fury,0,0,0,0,0,0,0,0,0,0
Krit,Fury,0,0,0,0,0,0,0,0,0,0
Lycolis,Fury,0,0,0,0,0,0,0,0,0,0
Alemao,G2,11,4,1,17,2,14,0,26,23,1.1304347826086956
Benja,G2,20,9,3,14,4,14,0,75,23,3.260869565217391
Doki,G2,18,7,1,13,3,14,0,68,23,2.9565217391304346
Uuno,G2,18,8,4,15,2,14,1,77,23,3.347826086956522
Virtue,G2,24,7,1,14,1,14,0,99,23,4.304347826086956
Hashom,Geekay,0,0,0,0,0,0,0,0,0,0
Srsly,Geekay,0,0,0,0,0,0,0,0,0,0
Nudl,Geekay,0,0,0,0,0,0,0,0,0,0
Trixd,Geekay,0,0,0,0,0,0,0,0,0,0
Xke,Geekay,0,0,0,0,0,0,0,0,0,0
Lagonis,Liquid,0,0,0,0,0,0,0,0,0,0
Nesk,Liquid,0,0,0,0,0,0,0,0,0,0
Paluh,Liquid,0,0,0,0,0,0,0,0,0,0
Resetz,Liquid,0,0,0,0,0,0,0,0,0,0
Volpz,Liquid,0,0,0,0,0,0,0,0,0,0
Cameraman,LOS,0,0,0,0,0,0,0,0,0,0
Dash,LOS,0,0,0,0,0,0,0,0,0,0
Dotz,LOS,0,0,0,0,0,0,0,0,0,0
Lobin,LOS,0,0,0,0,0,0,0,0,0,0
Maia,LOS,0,0,0,0,0,0,0,0,0,0
Dias,M80,0,0,0,0,0,0,0,0,0,0
Gmz,M80,0,0,0,0,0,0,0,0,0,0
Iconic,M80,0,0,0,0,0,0,0,0,0,0
Spoit,M80,0,0,0,0,0,0,0,0,0,0
Yoggah,M80,0,0,0,0,0,0,0,0,0,0
Kondz,NiP,0,0,0,0,0,0,0,0,0,0
Muzi,NiP,0,0,0,0,0,0,0,0,0,0
Pino,NiP,0,0,0,0,0,0,0,0,0,0
Psycho,NiP,0,0,0,0,0,0,0,0,0,0
Wizard,NiP,0,0,0,0,0,0,0,0,0,0
Fishlike,Scarz,0,0,0,0,0,0,0,0,0,0
Pyon,Scarz,0,0,0,0,0,0,0,0,0,0
Rec,Scarz,0,0,0,0,0,0,0,0,0,0
Taiyou,Scarz,0,0,0,0,0,0,0,0,0,0
Washoy,Scarz,0,0,0,0,0,0,0,0,0,0
Ambi,Soniqs,20,6,4,19,7,11,0,53,26,2.0384615384615383
Ctzn,Soniqs,18,5,3,18,2,11,0,55,26,2.1153846153846154
Geo,Soniqs,12,5,3,20,0,11,1,31,26,1.1923076923076923
Gryxr,Soniqs,14,8,0,18,2,11,0,26,26,1.0
Rexen,Soniqs,14,6,1,22,4,11,0,14,26,0.5384615384615384
Ashn,SSG,25,8,8,28,1,15,0,77,35,2.2
Forrest,SSG,27,16,4,27,3,15,3,94,35,2.6857142857142855
Fultz,SSG,29,11,1,25,2,15,0,87,35,2.4857142857142858
Hotan,SSG,19,7,2,29,6,15,0,23,35,0.6571428571428571
J90,SSG,17,7,2,27,6,15,0,19,35,0.5428571428571428
Always,Virtus Pro,31,14,4,23,3,20,3,138,39,3.5384615384615383
Dan,Virtus Pro,28,12,6,26,6,20,0,90,39,2.3076923076923075
Joystick,Virtus Pro,30,17,3,25,4,20,0,96,39,2.4615384615384617
Pasha,Virtus Pro,26,15,4,27,3,20,1,84,39,2.1538461538461537
Sheppard,Virtus Pro,24,10,2,25,4,20,2,87,39,2.230769230769231
Felipox,W7M,20,7,3,27,5,20,0,48,35,1.3714285714285714
Herdz,W7M,36,5,10,26,6,20,0,145,35,4.142857142857143
Jv92,W7M,24,12,1,20,2,20,0,86,35,2.4571428571428573
Kheyze,W7M,32,15,2,24,3,20,0,111,35,3.1714285714285713
Nade,W7M,24,10,2,20,1,20,5,132,35,3.7714285714285714
Biboo,Wolves,0,0,0,0,0,0,0,0,0,0
Deadshot,Wolves,0,0,0,0,0,0,0,0,0,0
Mowwwgli,Wolves,0,0,0,0,0,0,0,0,0,0
P4,Wolves,0,0,0,0,0,0,0,0,0,0
Shinka,Wolves,0,0,0,0,0,0,0,0,0,0
